Date;username;name;tweet;replies_count;retweets_count;likes_count
2022-11-11 06:02:38 SE Asia Standard Time;queen_aleeyah;Queen Aliya;@jey_the_priest @petrinia_gold @itsSh0la Oh lawd. Truly, these streets no send your mental health ????;0;0;0
2022-11-11 06:02:35 SE Asia Standard Time;drsimpson_lp;Tanner Simpson PsyD;Looking for interested #investors who want to support this life changing initiative and enter into the future of #mentalhealth;0;0;0
2022-11-11 06:02:32 SE Asia Standard Time;gilpinde;kmumfy23;@sniperftside You can’t forget the mental health piece - he was so paranoid and I think would never trust anyone even if they were trying to help;0;0;1
2022-11-11 06:02:31 SE Asia Standard Time;dearleader;Aaron Perrino;Maybe Elon is dismantling Twitter for the good of society. No more Doomscrolling might be great for people’s mental health.;3;0;3
2022-11-11 06:02:21 SE Asia Standard Time;mamiehades;Mamie Hades ????;It’s just really performative and sad. You are not a mental health advocate if you only accept some mentally ill folks on a shallow level. It’s sometimes the same people who are like “don’t demonize people with BPD!” who demonize people with BPD the moment they show signs of BPD;0;0;17
2022-11-11 06:02:21 SE Asia Standard Time;mamiehades;Mamie Hades ????;Something I’ve noticed about some people who claim to be advocates for mental health is that they’ll claim to respect/stand with those with BPD until said person with BPD splits/has an episode and then all of a sudden whatever that person did when manic makes them the damn devil;1;4;55
2022-11-11 06:02:19 SE Asia Standard Time;wiryj;wiryJ;"@GamerDoc_ @TravisGafford @ChipotleTweets But if you're demanding that someone ""connect"" with you who doesn't have the spoons, you don't actually care about them -- you care about your imaginary version of them that prioritizes you over their own mental health.";0;0;4
2022-11-11 06:02:17 SE Asia Standard Time;astarisbcrn;rachel;maybe one day people will actually take mental health as seriously as physical health! it’ll never happen but a girl can dream;0;0;5
2022-11-11 06:02:16 SE Asia Standard Time;imharperoneill;Harper O'Neill ??;So glad I decided to take a mental health break from Discord and try to renew my previous passion for Twitter. Surely this website is better for my mental health.;0;0;5
2022-11-11 06:02:12 SE Asia Standard Time;thenrlshadow;??TheSHADOW??;"@tigered_ed just letting u know m8, I c u have replied/posted but it’s blocked from me reading it, it’s 2 help myself from being mean 2 others &amp; I don’t/won’t change d settings.Just letting every1 no @ d same time  Nothing against bad language, all about mental health  Good man??";1;0;2
2022-11-11 06:02:06 SE Asia Standard Time;helpcentertx;helpcentertx;"Join us November 16 for a screening of @prayawayfilm and panel discussion. Panelists include survivors of ""conversion therapy"", mental health experts, LGBT+ advocates, and faith leaders. Reserve your Seat:  https://t.co/jEEcC6UfQi  https://t.co/28UImWp3yx";0;1;0
2022-11-11 06:02:04 SE Asia Standard Time;familiustalk;Familius;How do we find deeper connections to our bodies? How do we improve our mental and spiritual health?  Dive into this conversation with @drbyourbestto learn all about it.   https://t.co/wpMaTfFzHM  #mentalhealth #mentalhealthmatters  https://t.co/OjL3tcp2uz;1;0;1
2022-11-11 06:02:02 SE Asia Standard Time;edmodayminpcn;Edmonton O-day'min Primary Care Network;In honour of #RemembranceDay, the PCN will be closed Nov 11th and will reopen on Nov 14th.  We deeply thank all who have served or are currently serving our country, and for their sacrifices.  Members needing mental health support - call Member Assistance Prgm @ 1-800-268-7708  https://t.co/cjaK7uf5QM;0;0;0
2022-11-11 06:01:56 SE Asia Standard Time;neo_papers;??neopapers;Management of Mental Health in Cystic Fibrosis #NeoPapers #neoTwitter  https://t.co/ZC0MQQV75f;0;0;0
2022-11-11 06:01:55 SE Asia Standard Time;ionajames19;Iona James -The Price of Freedom Out now!! ??;"For my best friend, for my one, for veterans, for remembrance ""The Price of Freedom"" #ptsd #BestFriend #mentalhealth #RemembranceDay  https://t.co/dASpdC4Jfn";0;3;4
2022-11-11 06:01:54 SE Asia Standard Time;covidsupportsa;Covid19SupportGrpSA;“Compared to no reinfection, reinfection contributed additional risks of death… hospitalization… and sequelae including pulmonary, cardiovascular, hematological, diabetes, gastrointestinal, kidney, mental health, musculoskeletal and neurological disorders.;1;0;1
2022-11-11 06:01:50 SE Asia Standard Time;spicercoaching;Emily Spicer;STOP being the person that pressures your friend into cheating on her diet when you know how important it is to her to lose fat  STOP telling her to skip the gym because you may not know that she needs it more for her mental health than for her physical health  STOP being a jerk;0;0;2
2022-11-11 06:01:48 SE Asia Standard Time;sadlittlestream;give, said the little stream give thx 4 all the ??;@mushruume I would be having similar feelings, but it really is OK to take care of your mental health and to put it first. I would say that it’s a sign of growth when we allow ourselves to prioritize our mental health. The fact you care about them means you're not doing anything wrong. ??;1;0;2
2022-11-11 06:01:46 SE Asia Standard Time;jnxouaquaga;Ouaquaga on Chenango;@K_L_Humphreys @llmunro Lol  Lies.  Adoption guarantees stability is a dangerous fiction, and no competent mental health professional would even suggest it.;0;0;19
2022-11-11 06:01:44 SE Asia Standard Time;fcstulsa;F&CS Tulsa;If your sibling is struggling with their mental health, you might be the first to notice or even the first person they come to for help. Supporting a sibling can be hard, but you’re not alone. Here are ways to help.  https://t.co/6hY0nhyLYN #mentalhealth #siblings  https://t.co/6jEAl8q8Fu;0;0;0
2022-11-11 06:01:44 SE Asia Standard Time;sicknotweak;SickNotWeak;'It’s everything — it’s crucial': New mental health day hospital opening in Cape Breton  https://t.co/OmjyNeaD6l  #SickNotWeak #MentalHealth  https://t.co/ST7L6s11cj;0;0;3
2022-11-11 06:01:43 SE Asia Standard Time;fitness4dtyexam;Viv Henry(END silencing of Mental Health Pros);"@matthewjdowd @rolandsmartin 3/ https://t.co/e6R2gQx4cW * ??EXPERTISE as a MENTAL HEALTH EXPERT: Educating about narcissistic &amp; antisocial personality disorders; the master manipulators, pathological liars and serial cheaters; the psychopaths and sociopaths";0;1;0
2022-11-11 06:01:37 SE Asia Standard Time;quigleyjay;Jay Quigley, Suncoast Realty Solutions;"New research has highlighted the mental health benefits of everyday encounters with birdlife, claiming those that hear or see birds are ""significantly"" happier than those that don't. The study, published in the journal Scientific Re  https://t.co/HGexxd1Q4i  https://t.co/DyMmfwxQbq";0;0;0
2022-11-11 06:01:37 SE Asia Standard Time;jay_fantom;Jay_Fantom;NEW STORY UNBOXED with @drcoreyyeager   An important conversation about mental health you can have with yourself.   Watch or listen below:   https://t.co/ivYECzIsSA  #MentalHealthMatters #Movember2022 #news #culture #NBA  https://t.co/Uh5CqSXcl6;0;0;0
2022-11-11 06:01:36 SE Asia Standard Time;tialgoss;T;Coming off contraception is the best thing I ever did for my mental health;0;0;0
2022-11-11 06:01:36 SE Asia Standard Time;berkcoschoolswv;Berkeley Co. Schools;?? We're proud to recognize our small, but mighty group of school psychologists! They improve academic achievement, promote positive behaviors and mental health, and more!  Thank you for ensuring our students' success! We appreciate you! ?? #BCSProud #NationalSchoolPsychologyWeek  https://t.co/GEabX8e4PR;0;0;3
2022-11-11 06:01:35 SE Asia Standard Time;notafema1e;Unqualified Doctor;@Anal_Mommyy @Emerald_mp3 @Cream_Pie_Angel The amount of masturbation for physical and mental health are very different. Daily masturbation is mostly fine physically, besides soreness, but mentally, it becomes difficult to abstain for extended periods of time. For many NNN is proof that their mental health is fine.;1;0;0
2022-11-11 06:01:35 SE Asia Standard Time;get_cognito;Cognito Health;Anyone else guilty of this? It can be SO hard to relinquish worries (even if you're aware they're irrational). What are some ways you remind yourself to breathe? ???  #getcognito #mentalhealth #positivity #anxiety #depression #adhd #insomnia #mentalhealthart #wellness  https://t.co/JCxouOfePZ;0;0;1
2022-11-11 06:01:34 SE Asia Standard Time;sandrar70123200;Sandra Rivera;"@AdamForColorado ""Apparently we need to start considering a standard mental health assessment for any political candidates.""  Per Carpe Diem";0;1;1
2022-11-11 06:01:30 SE Asia Standard Time;psoannounce;PSO;Our Recovery Squared group is for those who live with substance use struggles while managing their mental health. If you'd like to register, reach out to Tyrone at tyroneg@pso-ottawa.ca or ext. 214 or go to  https://t.co/oRgDQAFkiV  https://t.co/aY8tgXLzwR;0;0;0
2022-11-11 06:01:23 SE Asia Standard Time;thetwogentleme1;The Two Gentle Men;@jamessauthor Thanks James! We are Jarad and Kiwi, the Two Gentle Men. We have a #podcast about parenting, mental health, and men's health. Kiwi is an aspiring writer. We'd love you to check us out :)  https://t.co/8Rs1VUporp  https://t.co/Ikvha5umnp;0;0;0
2022-11-11 06:01:22 SE Asia Standard Time;mgtrask;MGTRASKY;@Shannon01358612 @MarkSReynolds In my sons school the first two terms were a constant covid battle, then their is the mental health issues for those kids who have had to combat anxiety etc. There are a lot of factors. Not a defence I had to work from home , not ideal for me. Just fact;0;0;1
2022-11-11 06:01:22 SE Asia Standard Time;izabelalundberg;Izabela Lundberg;Leadership Power Hour: Creating A New Mental Health Narrative  https://t.co/xsce7UK7fc;0;1;2
2022-11-11 06:01:20 SE Asia Standard Time;eyesopeniowa;EyesOpenIowa;At EyesOpenIowa, our audiences include, but are not limited to…  ? School Districts ? Community Organizations ? Hospitals and Healthcare Facilities ? Mental Health Care Facilities ? Parent Groups ? Out-Of-Home Placements ? Businesses  https://t.co/GG1gJhqLob;0;0;0
2022-11-11 06:01:19 SE Asia Standard Time;youthmovenv;Youth MOVE Nevada;Depression looks different for everyone. You may have some of these symptoms, or others. Check out the attached resource to learn more about symptoms of depression as well as ways to get help. #mentalhealth #resource  https://t.co/MjKYKkqgCB  https://t.co/uLNdmWSQgH;0;0;1
2022-11-11 06:01:19 SE Asia Standard Time;ttvnis;NisMistrigisTTV;Less than 24hours until the #24hourstream for #Movember for #Menshealth including #MentalHealth ! Let's raise some awareness and funds!  https://t.co/N9wa9TPqOo;0;0;1
2022-11-11 06:01:19 SE Asia Standard Time;colourspaceau;ColourSpace;Words have the power to disarm, inspire and connect us. Let's share the creative wisdom of those who came before, and those who are forging a path ahead.?  #creativity #socialmedia #motivation #mentalhealth #personaldevelopment #mindfullness  https://t.co/pm4d9HOhjR;0;1;0
2022-11-11 06:01:16 SE Asia Standard Time;nsscacademy;National Safe Schools Convening;Learn more here:  https://t.co/1Oq5gSEfi8  #sel #conference #education #trauma #mentalhealth #teacher #omaha #kansascity #minneapolis #twincities  https://t.co/0OFrvxEinf;0;0;0
2022-11-11 06:01:15 SE Asia Standard Time;augradschool;Auburn Grad School;"Join the GSC and Dr. Dustin Johnson for this month's mental health session on dealing with holiday stress &amp; juggling family finances. #mentalhealth #augradschool #augraduateschool #counseling  https://t.co/Clfcg3YsU8";0;1;0
2022-11-11 06:01:14 SE Asia Standard Time;cgjoe1;U.C.G.1;Medibank data theft: hackers release records they claim are related to mental health and alcohol issues  https://t.co/hZQFhaiQCF;0;0;0
2022-11-11 06:01:11 SE Asia Standard Time;aboriginal_link;Indigenous Link®;"RT @NCFST: After Hours Help Line is available for community members who require mental health support outside our agency's regular hours. Please call 416 945 0194 Monday - Friday 5 PM-12 AM Weekends &amp; Holidays 9 AM-12 AM #NCFST #IndigenousCommunity #MentalHealthSupport  https://t.co/UufUvEZO6T";0;0;0
2022-11-11 06:01:10 SE Asia Standard Time;infokonick;Info Konick;#mentalhealth #mentalhealthmatters #konickandassociates #shedyourbeleafs  https://t.co/iL3I4DOcPP;0;0;0
2022-11-11 06:01:09 SE Asia Standard Time;dee_knipe;Dr Duleeka Knipe (EBI VC fellow);Ppl from ethnic minority backgrounds less likely to be in touch with mental health services prior to their suicide death. This is what we suspect is likely in the #UK. @blackdoginst ECR event. #BDIsummit @drsamanthatang  https://t.co/JdN0pb2LWe;0;3;5
2022-11-11 06:01:08 SE Asia Standard Time;ispcan;ISPCAN;"World Day for the Prevention of Child Abuse Campaign presentation highlighting 1 country’s system of care around prevention focusing on mental health of parents &amp; children at various stages. For info &amp; registration click on the link:  https://t.co/wNt4LLLh4F #riseuptoendchildabuse  https://t.co/mhoKr3RxYj";0;4;5
2022-11-11 06:01:08 SE Asia Standard Time;xiidyllic;mary;@0Morale_King0 “Good luck w your mental health” projecting head ass b ??;1;0;1
2022-11-11 06:01:05 SE Asia Standard Time;himari_shipper;Himari the shipper;My mental health has been shattered multiple times before and that made it stronger, i will shatter that shit up again if i have to yknow, i will go as the most hated mf on the planet as long as im alive.;1;0;0
2022-11-11 06:01:04 SE Asia Standard Time;bvernonusa;Belinda Vernon;Legal battle over noncompete contracts may threaten mental health care for autistic kids #UtahHealth #UtahHealthCare #HealthAndFitness #USHealthCare #USHealth [Video]  https://t.co/tOO03NFT9G;0;0;1
2022-11-11 06:01:02 SE Asia Standard Time;gigibowman;Gigi Bowman #TeamTracyBeanz ??@UncoverDC;@CitizenFreePres Mental health problems abound in Hollywood.;0;0;1
2022-11-11 06:01:02 SE Asia Standard Time;awka_skuze_me;amanda hug n’ kiss????;"@RachelHorne19 @1capplegate I not sure if I'll ever accept my diagnosis. My health journey in life has been unfair, &amp; unacceptable for a human being to live through. MS is cruel. I want to accept it, so I can improve my Mental Health &amp; become more positive. #mswarrior Sending Virtual Myelin from MB Canada.";0;0;0
2022-11-11 06:00:56 SE Asia Standard Time;gtrsummit;Global Travel Risk;"How frequent #BusinessTravel affects your #MentalHealth   https://t.co/5sBdX3uXpz  ""Employers have a legal and moral duty to protect the health and wellbeing of their employees while at work""  #Travel #TravelIndustry";0;0;0
